id,sb_id,name,display_name,display_order,description,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
451,131,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
452,131,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
453,131,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
332,132,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
333,132,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
334,132,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
335,132,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
454,133,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
455,133,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
456,133,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
457,133,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
336,134,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
337,134,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
338,134,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
339,134,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
482,135,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
483,135,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
484,135,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
485,135,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
340,136,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
341,136,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
342,136,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
343,136,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
344,137,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
345,137,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
346,137,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
347,137,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
348,138,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
349,138,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
350,138,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
351,138,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
352,139,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
353,139,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
354,139,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
355,139,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
356,140,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
357,140,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
358,140,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
359,140,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
360,141,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
361,141,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
362,141,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
363,141,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
364,142,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
365,142,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
366,142,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
367,142,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
368,143,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
369,143,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
370,143,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
371,143,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
372,144,1,1 - Medial proximal condyle,1,Medial proximal condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
373,144,2,2 - Intercondylar fossa,2,Intercondylar fossa and area of attachment for cruciate ligament,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
374,144,3,3 - Lateral proximal condyle,3,Lateral proximal condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
375,144,4,4 - Tibial tuberosity,4,Tibial tuberosity,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
376,144,5,5 - Medial malleolus,5,Medial malleolus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
377,144,6,6 - Lateral malleolus,6,Lateral malleolus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
378,144,7,7 - Proximal quarter of the diaphysis,7,Proximal quarter of the diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
379,144,8,8 - Second quarter of diaphysis,8,Second quarter of diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
380,144,9,9 - Third quarter of diaphysis,9,Third quarter of diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
381,144,10,10 - Distal quarter of diaphysis,10,Distal quarter of diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tibia
382,145,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
383,146,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
384,147,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
385,148,1,1 - Olecranon process,1,Olecranon process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
386,148,2,2 - Area of the trochlear,2,"Area of the trochlear or semi-lunar notch, including coronoid process",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
387,148,3,3 - Radial notch,3,Radial notch,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
388,148,4,4 - Proximal half of the diaphysis distal,4,Proximal half of the diaphysis distal to Zone 3 ,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
389,148,5,5 - Middle portion of shaft,5,Middle portion of shaft,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
390,148,6,6 - Superior half of the distal third diaphysis,6,Superior half of the distal third diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
391,148,7,7 - Distal half of the distal third of the shaft,7,Distal half of the distal third of the shaft,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
392,148,8,8 - Styloid process and posterior groove,8,Styloid process and posterior groove for M. extensor carpi ulnaris,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ulna
397,149,1,1 - Right frontal,1,Right frontal (split sagittally through the metopic suture),System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
398,149,2,2 - Left frontal,2,Left frontal (split sagittally through the metopic suture),System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
399,149,3,3 - Right parietal,3,Right parietal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
400,149,4,4 - Left parietal,4,Left parietal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
401,149,5,5 - Occipital,5,Occipital,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
402,149,6,6 - Left temporal,6,Left temporal including the root of the zygomatic process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
403,149,7,7 - Right temporal,7,Right temporal including the root of the zygomatic process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
404,149,8,8 - Left sphenoid,8,Left sphenoid,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
405,149,9,9 - Right sphenoid,9,Right sphenoid,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
406,149,10,10 - Left zygoma,10,Left zygoma,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
407,149,11,11 - Right zygoma,11,Right zygoma,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
408,149,12,12 - Left maxilla,12,Left maxilla,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
409,149,13,13 - Right maxilla,13,Right maxilla,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
410,149,14,14 - Left nasal bone,14,Left nasal bone,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
411,149,15,15 - Right nasal bone,15,Right nasal bone,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
414,150,1,1 - Identifiable as fragments,1,Identifiable as fragments,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hands-and-feet
417,151,1,1 - Identifiable as long bone,1,Identifiable as long bone,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#postcranial-remains
425,152,1,1 - Identifiable as metacarpal or metatarsal,1,Identifiable as metacarpal or metatarsal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hands-and-feet
427,153,1,1 - Identifiable as phalanx,1,Identifiable as phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hands-and-feet
438,154,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#vertebrae
439,154,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#vertebrae
440,154,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#vertebrae
441,154,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#vertebrae
393,155,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cervical-vertebrae
394,155,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cervical-vertebrae
395,155,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cervical-vertebrae
396,155,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cervical-vertebrae
412,156,1,1 - Identifiable as distal manual phalanx,1,Identifiable as distal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
413,157,1,1 - Identifiable as distal pedal phalanx,1,Identifiable as distal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
415,158,1,1 - Identifiable as intermediate manual phalanx,1,Identifiable as intermediate manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
416,159,1,1 - Identifiable as intermediate pedal phalanx,1,Identifiable as intermediate pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
418,160,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
419,160,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
420,160,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
421,160,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
422,161,1,1 - Proximal articulation,1,Proximal articulation,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
423,161,2,2 - Distal articular condyle,2,Distal articular condyle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
424,161,3,3 - Diaphysis,3,Diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
426,162,1,1 - Identifiable as metatarsal,1,Identifiable as metatarsal,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
428,163,1,1 - Identifiable as proximal manual phalanx,1,Identifiable as proximal manual phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
429,164,1,1 - Identifiable as proximal pedal phalanx,1,Identifiable as proximal pedal phalanx,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
430,165,1,1 - Head,1,Head,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
431,165,2,2 - Rib angle including tubercle,2,Rib angle including tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12r
432,165,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
433,165,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
434,166,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
435,166,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
436,166,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
437,166,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
442,167,1,1 - Identifiable as vomer,1,Identifiable as vomer,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
443,168,3,3 - Xiphoid Process,1,Xiphoid Process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
444,169,10,10 - Left zygoma,10,Left zygoma,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
445,169,11,11 - Right zygoma,11,Right zygoma,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
